candidate_rank,ID,Name,Role,decision,predicted_decision,prediction_confidence,skill_match_score,text_similarity_score,overall_match_score,selection_probability,candidate_score,recommendation,matched_skills_text,missing_skills_text,explanation_summary
9529,michco311,Michelle Cole,Human Resources Specialist,reject,reject,59.58,0.0,6.42,3.85,40.42,9.82,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9530,ambesh321,Amber Shaw,Human Resources Specialist,reject,reject,53.15,0.0,1.69,1.01,46.85,9.82,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9531,crysmo898,Crystal Monroe,E-commerce Specialist,reject,reject,59.92,0.0,6.7,4.02,40.08,9.82,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9532,rivash0369,harshini gupta,data scientist,select,reject,55.73,0.0,3.56,2.14,44.27,9.82,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9533,scotkr979,Scott Krause,Data Engineer,reject,reject,56.25,0.0,3.95,2.37,43.75,9.82,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9534,mr.br925,Mr. Bryan Henson,Cybersecurity Analyst,reject,reject,60.01,0.0,6.74,4.04,39.99,9.82,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9535,KotaSai176,Iksha Joshi,Software Developer,reject,reject,55.48,0.0,3.37,2.02,44.52,9.81,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9536,rivash0260,oni dixit,data scientist,reject,reject,64.38,0.0,9.93,5.96,35.62,9.81,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9537,rivash0684,kripal ruparel,data analyst,reject,reject,60.76,0.0,7.29,4.37,39.24,9.81,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9538,U_166,Priya,Data Scientist,reject,reject,59.68,0.0,6.49,3.89,40.32,9.81,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9539,rivash0539,veda bhat,data analyst,reject,reject,58.95,0.0,5.91,3.55,41.05,9.81,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9540,michwe785,Michelle Weaver,Software Engineer,select,reject,56.28,0.0,3.94,2.36,43.72,9.81,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9541,victro536,Victoria Rowland,Data Architect,select,reject,54.29,0.0,2.46,1.48,45.71,9.81,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9542,jacogi170,Jacob Gibbs,Data Engineer,reject,reject,56.03,0.0,3.75,2.25,43.97,9.81,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9543,jasole682,Jason Lee,Data Analyst,select,reject,56.64,0.0,4.22,2.53,43.36,9.81,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9544,ericda192,Eric Daniels,Machine Learning Engineer,reject,reject,54.42,0.0,2.57,1.54,45.58,9.81,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9545,dougmo911,Douglas Moore,Data Scientist,reject,reject,56.37,0.0,4.02,2.41,43.63,9.81,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9546,rivash0497,raahi pandey,ui designer,reject,reject,53.61,0.0,1.97,1.18,46.39,9.81,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9547,rivash0406,larisa rathore,software engineer,reject,reject,58.88,0.0,5.84,3.5,41.12,9.8,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9548,jennjo694,Jennifer Johnson,DevOps Engineer,reject,reject,58.68,0.0,5.69,3.41,41.32,9.8,Not Recommended,None,data analysis,This candidate has limited alignment with the current job requirements.
9549,rivash0514,zoya jain,data analyst,reject,reject,55.01,0.0,2.99,1.79,44.99,9.8,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9550,rivash0886,yagna chawla,data scientist,select,reject,56.32,0.0,3.95,2.37,43.68,9.8,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9551,rivash0730,parinita shah,ui designer,select,reject,55.68,0.0,3.46,2.08,44.32,9.8,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9552,monila295,Monica Lawson,UI Engineer,reject,reject,54.27,0.0,2.42,1.45,45.73,9.8,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9553,KotaSai163,Rijul Joshi,Project Manager,reject,reject,59.76,0.0,6.49,3.89,40.24,9.8,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9554,cyntto637,Cynthia Torres,Data Scientist,select,reject,54.89,0.0,2.83,1.7,45.11,9.79,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9555,lisari668,Lisa Rice,Data Scientist,select,reject,54.06,0.0,2.22,1.33,45.94,9.79,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9556,dr.gr515,Dr. Gregory House,Data Analyst,reject,reject,58.78,0.0,5.71,3.43,41.22,9.79,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9557,scotgi558,Scott Gibbs,QA Engineer,reject,reject,58.25,0.0,5.35,3.21,41.75,9.79,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9558,U_94,Lily,Data Analyst,reject,reject,59.14,0.0,5.98,3.59,40.86,9.79,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9559,ericbo913,Eric Bowman,Human Resources Specialist,select,reject,54.23,0.0,2.33,1.4,45.77,9.78,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9560,amanbe290,Amanda Berry,IT Support Specialist,reject,reject,61.31,0.0,7.56,4.54,38.69,9.78,Not Recommended,None,data science,This candidate has limited alignment with the current job requirements.
9561,U_132,James,Software Engineer,reject,reject,59.57,0.0,6.29,3.77,40.43,9.78,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9562,warrro988,Warren Rodriguez,QA Engineer,reject,reject,57.51,0.0,4.74,2.84,42.49,9.78,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9563,U_107,Lucas,Data Scientist,reject,reject,59.75,0.0,6.41,3.85,40.25,9.78,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9564,jeresh365,Jeremiah Shannon,Software Engineer,reject,reject,56.77,0.0,4.2,2.52,43.23,9.78,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9565,rivash0483,yashika gupta,product manager,reject,reject,59.38,0.0,6.11,3.67,40.62,9.78,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9566,lynngr856,Lynn Greer,Software Engineer,select,reject,58.46,0.0,5.42,3.25,41.54,9.77,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9567,melibo660,Melissa Bowers,Cybersecurity Analyst,reject,reject,63.51,0.0,9.15,5.49,36.49,9.77,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9568,rivash0135,kanha rai,data engineer,reject,reject,59.48,0.0,6.17,3.7,40.52,9.77,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9569,rivash0808,jagrav mittal,data analyst,select,reject,55.06,0.0,2.89,1.73,44.94,9.77,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9570,rivash0814,roopali bedi,data analyst,select,reject,53.95,0.0,2.09,1.25,46.05,9.77,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9571,chrica360,Christopher Caldwell,AR/VR Developer,select,reject,63.07,0.0,8.82,5.29,36.93,9.77,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9572,rivash0179,chahal kapoor,data engineer,select,reject,54.84,0.0,2.73,1.64,45.16,9.77,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9573,rivash0226,snehal bedi,product manager,reject,reject,57.71,0.0,4.82,2.89,42.29,9.76,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9574,rivash0788,ishani choudhury,data analyst,select,reject,51.58,0.0,0.29,0.17,48.42,9.76,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9575,keviwh246,Kevin White,Data Analyst,select,reject,58.34,0.0,5.29,3.17,41.66,9.76,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9576,chriga240,Christopher Garcia,Machine Learning Engineer,reject,reject,53.98,0.0,2.07,1.24,46.02,9.76,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9577,KotaSai27,Niraj Mittal,Software Developer,select,reject,53.13,0.0,1.39,0.83,46.87,9.75,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9578,rivash0218,gina patel,ui designer,select,reject,56.54,0.0,3.91,2.35,43.46,9.75,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9579,davich831,David Chen,Cloud Engineer,reject,reject,58.8,0.0,5.58,3.35,41.2,9.75,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9580,rivash0936,chaaya soni,product manager,reject,reject,59.35,0.0,5.98,3.59,40.65,9.75,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9581,rivash0750,grishm ghosh,data engineer,reject,reject,56.34,0.0,3.72,2.23,43.66,9.74,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9582,mattth521,Matthew Thomas,Content Writer,select,reject,55.41,0.0,3.03,1.82,44.59,9.74,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9583,rivash0755,hiral thakur,product manager,reject,reject,54.81,0.0,2.59,1.55,45.19,9.74,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9584,lindda684,Linda Davis,Data Architect,select,reject,60.55,0.0,6.86,4.12,39.45,9.74,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9585,allibu901,Allison Burton,Data Analyst,select,reject,55.03,0.0,2.74,1.64,44.97,9.73,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9586,tracma885,Tracy Martinez,Cloud Engineer,select,reject,53.75,0.0,1.78,1.07,46.25,9.73,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9587,jamemo283,James Mora,QA Engineer,select,reject,58.41,0.0,5.23,3.14,41.59,9.73,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9588,rivash0575,roopali jain,data engineer,reject,reject,59.25,0.0,5.84,3.5,40.75,9.72,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9589,tamasa109,Tamara Sanchez,E-commerce Specialist,reject,reject,60.18,0.0,6.5,3.9,39.82,9.72,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9590,kathan355,Katherine Anderson,UI Engineer,select,reject,55.54,0.0,3.08,1.85,44.46,9.72,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9591,joshsc926,Joshua Schroeder,Business Analyst,reject,reject,59.37,0.0,5.9,3.54,40.63,9.72,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9592,keviev301,Kevin Everett,Data Analyst,select,reject,57.0,0.0,4.15,2.49,43.0,9.72,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9593,pedrwi660,Pedro Wilson,DevOps Engineer,reject,reject,60.64,0.0,6.83,4.1,39.36,9.72,Not Recommended,None,machine learning,This candidate has limited alignment with the current job requirements.
9594,mrs.ca644,Mrs. Carla Shaw MD,Software Engineer,reject,reject,57.49,0.0,4.52,2.71,42.51,9.72,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9595,rivash0544,hyma kaur,product manager,reject,reject,55.79,0.0,3.25,1.95,44.21,9.72,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9596,melian810,Melissa Andrews,Content Writer,select,reject,54.33,0.0,2.11,1.27,45.67,9.71,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9597,kimbro710,Kimberly Ross,Data Architect,select,reject,54.31,0.0,2.12,1.27,45.69,9.71,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9598,rivash0570,udanth mittal,data engineer,reject,reject,54.82,0.0,2.5,1.5,45.18,9.71,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
9599,ryanwi352,Ryan Wilson,QA Engineer,select,reject,55.67,0.0,3.13,1.88,44.33,9.71,Not Recommended,None,None,This candidate has limited alignment with the current job requirements.
