final_rank,ID,Name,Role,text_similarity_score,skill_match_score,selection_probability,final_match_score,final_recommendation,matched_skills_text,missing_skills_text
8869,mattra253,Matthew Ramirez,Business Analyst,3.93,0.0,49.42,15.23,Not Recommended,None,None
8870,lisaor992,Lisa Ortega,Machine Learning Engineer,2.5,0.0,55.46,15.23,Not Recommended,None,None
8871,courda719,Courtney David,Data Analyst,4.64,0.0,46.44,15.23,Not Recommended,None,None
8872,rivash0870,watika gupta,data scientist,4.8,0.0,45.73,15.22,Not Recommended,None,None
8873,rivash0074,vaishnav nair,software engineer,7.8,0.0,33.09,15.22,Not Recommended,None,None
8874,rivash0539,veda bhat,data analyst,5.91,0.0,41.05,15.22,Not Recommended,None,None
8875,michfa896,Michael Farmer,AR/VR Developer,6.34,0.0,39.24,15.22,Not Recommended,None,None
8876,victsa345,Victoria Sanchez,Full Stack Developer,2.86,0.0,53.85,15.21,Not Recommended,None,None
8877,jessca242,Jessica Carr,QA Engineer,4.58,0.0,46.61,15.21,Not Recommended,None,None
8878,gwenst818,Gwendolyn Stone,Data Engineer,3.92,0.0,49.38,15.21,Not Recommended,None,None
8879,lisaar623,Lisa Arellano,Software Engineer,4.41,0.0,47.28,15.2,Not Recommended,None,data analysis
8880,harima28,Rajiv,Data Engineer,4.92,0.0,45.15,15.2,Not Recommended,None,None
8881,rivash0463,varsha nair,data analyst,2.49,0.0,55.39,15.2,Not Recommended,None,None
8882,rivash0792,aanya bedi,data engineer,3.03,0.0,53.1,15.2,Not Recommended,None,None
8883,rivash0252,yash verma,data engineer,6.86,0.0,36.99,15.2,Not Recommended,None,None
8884,willlo530,William Logan,AR/VR Developer,1.19,0.0,60.81,15.19,Not Recommended,None,None
8885,rivash0314,upasana bhatt,data analyst,7.32,0.0,35.0,15.19,Not Recommended,None,None
8886,alexcl511,Alexander Clark,Data Scientist,4.26,0.0,47.89,15.19,Not Recommended,None,None
8887,rivash0936,chaaya soni,product manager,5.98,0.0,40.65,15.19,Not Recommended,None,None
8888,charmc257,Charles Mckee,UI Engineer,4.38,0.0,47.37,15.18,Not Recommended,None,None
8889,kathwo727,Kathleen Woodward,Robotics Engineer,2.36,0.0,55.86,15.18,Not Recommended,None,None
8890,logagi327,Logan Gilbert,Software Engineer,4.87,0.0,45.3,15.18,Not Recommended,None,None
8891,joshsa514,Joshua Sanders,Cybersecurity Analyst,6.1,0.0,40.08,15.17,Not Recommended,None,None
8892,alexjo442,Alexandra Johnson,Data Engineer,4.92,0.0,45.05,15.17,Not Recommended,None,None
8893,KotaSai133,Hiral Rathore,Software Developer,2.94,0.0,53.38,15.17,Not Recommended,None,None
8894,richha897,Richard Harrison,E-commerce Specialist,4.97,0.0,44.85,15.17,Not Recommended,None,None
8895,michmi798,Michelle Michael,E-commerce Specialist,5.02,0.0,44.64,15.17,Not Recommended,None,None
8896,josemo253,Jose Morrison,Data Scientist,3.93,0.0,49.22,15.17,Not Recommended,None,None
8897,rivash0136,kairav garg,software engineer,0.83,0.0,62.21,15.16,Not Recommended,None,None
8898,shanmc871,Shane Mckay,E-commerce Specialist,5.57,0.0,42.27,15.16,Not Recommended,None,None
8899,philpi788,Phillip Pierce,Data Analyst,3.65,0.0,50.35,15.16,Not Recommended,None,None
8900,johngr458,John Green,Cybersecurity Analyst,3.05,0.0,52.89,15.16,Not Recommended,None,None
8901,karajo708,Kara Johnson,Data Engineer,5.23,0.0,43.7,15.16,Not Recommended,None,None
8902,rivash0406,larisa rathore,software engineer,5.84,0.0,41.12,15.16,Not Recommended,None,None
8903,aaroan933,Aaron Anderson,Data Engineer,5.05,0.0,44.42,15.15,Not Recommended,None,None
8904,rivash0469,pihu patel,ui designer,2.8,0.0,53.91,15.15,Not Recommended,None,None
8905,jasosw510,Jason Swanson,Cybersecurity Analyst,4.1,0.0,48.42,15.15,Not Recommended,None,None
8906,rivash0167,tanima kaur,ui designer,3.63,0.0,50.39,15.15,Not Recommended,None,None
8907,samaja659,Samantha James,Database Administrator,5.53,0.0,42.4,15.15,Not Recommended,None,None
8908,rivash0505,palash kohli,data scientist,4.57,0.0,46.43,15.14,Not Recommended,None,None
8909,kevimo345,Kevin Moreno,Data Analyst,4.2,0.0,47.96,15.14,Not Recommended,None,None
8910,courwh564,Courtney Whitaker,Data Scientist,3.82,0.0,49.56,15.14,Not Recommended,None,None
8911,chriya614,Christopher Yates,Data Architect,5.09,0.0,44.23,15.14,Not Recommended,None,None
8912,jameso381,James Solis,Data Engineer,3.82,0.0,49.58,15.14,Not Recommended,None,None
8913,curtro660,Curtis Rodriguez,Cloud Engineer,4.71,0.0,45.79,15.13,Not Recommended,None,None
8914,ms.ki116,Ms. Kimberly Price,UI Engineer,4.86,0.0,45.16,15.13,Not Recommended,None,None
8915,stevsu609,Steven Sullivan,E-commerce Specialist,4.11,0.0,48.32,15.13,Not Recommended,None,machine learning
8916,U_149,James,Product Manager,6.58,0.0,37.91,15.13,Not Recommended,None,None
8917,chrido563,Christopher Dominguez,Data Engineer,3.4,0.0,51.3,15.13,Not Recommended,None,None
8918,scotho721,Scott Hood,Database Administrator,1.02,0.0,61.28,15.12,Not Recommended,None,None
8919,lisaca547,Lisa Campbell,Human Resources Specialist,5.71,0.0,41.56,15.12,Not Recommended,None,None
8920,billhe856,Billy Henry,Software Engineer,3.2,0.0,52.12,15.12,Not Recommended,None,None
8921,joycha259,Joyce Harrison MD,Software Engineer,4.26,0.0,47.65,15.12,Not Recommended,None,None
8922,rivash0954,raahi gulati,data analyst,0.25,0.0,64.54,15.12,Not Recommended,None,None
8923,keitdo910,Keith Donaldson,Software Engineer,5.46,0.0,42.55,15.11,Not Recommended,None,data science
8924,wendwi768,Wendy Williams,Data Analyst,4.67,0.0,45.9,15.11,Not Recommended,None,None
8925,kimblo721,Kimberly Lopez,Business Analyst,4.37,0.0,47.14,15.11,Not Recommended,None,None
8926,vinctu986,Vincent Tucker,Cybersecurity Analyst,5.11,0.0,44.02,15.11,Not Recommended,None,None
8927,haydch419,Hayden Chang,QA Engineer,3.18,0.0,52.16,15.11,Not Recommended,None,None
8928,rivash0873,ekta rathore,software engineer,1.98,0.0,57.2,15.11,Not Recommended,None,None
8929,judywi501,Judy Williams,Business Analyst,2.53,0.0,54.89,15.11,Not Recommended,None,None
8930,johnme581,John Meza,Software Engineer,2.31,0.0,55.8,15.1,Not Recommended,None,None
8931,rivash0284,saanvi verma,data analyst,1.78,0.0,58.01,15.1,Not Recommended,None,None
8932,adrijo362,Adriana Jones,Product Manager,5.06,0.0,44.2,15.1,Not Recommended,None,None
8933,broowr734,Brooke Wright,Content Writer,6.5,0.0,38.16,15.1,Not Recommended,None,None
8934,rivash0448,brinda bhardwaj,product manager,6.22,0.0,39.33,15.1,Not Recommended,None,None
8935,jakegu161,Jake Gutierrez,Business Analyst,5.19,0.0,43.64,15.09,Not Recommended,None,None
8936,katibo150,Katie Bowers,Data Analyst,3.69,0.0,49.93,15.09,Not Recommended,None,None
8937,rivash0822,laksha raghav,software engineer,4.4,0.0,46.94,15.09,Not Recommended,None,None
8938,jasocr121,Jason Cruz,Data Scientist,4.0,0.0,48.63,15.09,Not Recommended,None,None
8939,rivash0953,upama pandey,data analyst,3.49,0.0,50.8,15.09,Not Recommended,None,None
8940,jennhi871,Jennifer Hicks,E-commerce Specialist,3.01,0.0,52.8,15.09,Not Recommended,None,None
8941,joshco173,Joshua Conner,AR/VR Developer,8.06,0.0,31.55,15.09,Not Recommended,None,machine learning
8942,dylahe178,Dylan Herrera,Product Manager,4.72,0.0,45.61,15.09,Not Recommended,None,None
8943,joshsc926,Joshua Schroeder,Business Analyst,5.9,0.0,40.63,15.09,Not Recommended,None,None
8944,alejri569,Alejandro Rios,Software Engineer,4.18,0.0,47.88,15.09,Not Recommended,None,None
8945,alexth571,Alexander Thomas,Cloud Engineer,4.32,0.0,47.28,15.09,Not Recommended,None,None
8946,dr.as586,Dr. Ashley Callahan,Database Administrator,5.66,0.0,41.62,15.08,Not Recommended,None,None
8947,johnma114,John Martin,Data Scientist,4.34,0.0,47.18,15.08,Not Recommended,None,None
8948,kimbni548,Kimberly Nichols,AI Researcher,1.46,0.0,59.29,15.08,Not Recommended,None,None
8949,tyrofo932,Tyrone Forbes,Content Writer,1.75,0.0,58.07,15.08,Not Recommended,None,None
8950,U_38,Amelia,Data Analyst,7.44,0.0,34.11,15.08,Not Recommended,None,None
8951,rivash0766,zoya patel,data engineer,2.54,0.0,54.75,15.08,Not Recommended,None,None
8952,rivash0720,parinita tiwari,product manager,1.81,0.0,57.83,15.08,Not Recommended,None,None
8953,meliro587,Melissa Roberts,Data Scientist,4.56,0.0,46.23,15.08,Not Recommended,None,None
8954,ericro857,Eric Rodriguez,E-commerce Specialist,6.07,0.0,39.85,15.07,Not Recommended,None,None
8955,alexjo806,Alexis Joyce,QA Engineer,4.26,0.0,47.47,15.07,Not Recommended,None,machine learning
8956,scotwa516,Scott Waller,Cybersecurity Analyst,4.9,0.0,44.79,15.07,Not Recommended,None,None
8957,robedi199,Robert Diaz,Machine Learning Engineer,3.31,0.0,51.46,15.07,Not Recommended,None,None
8958,josejo108,Jose Johnson,Data Scientist,4.43,0.0,46.77,15.07,Not Recommended,None,None
8959,robego328,Robert Gonzalez,QA Engineer,4.56,0.0,46.22,15.07,Not Recommended,None,data science
8960,natasi156,Natalie Silva,Data Engineer,4.39,0.0,46.88,15.06,Not Recommended,None,None
8961,nichmc290,Nicholas Mccall,Cybersecurity Analyst,3.73,0.0,49.67,15.06,Not Recommended,None,None
8962,angepo587,Angela Porter,Data Analyst,2.58,0.0,54.52,15.06,Not Recommended,None,None
8963,KotaSai185,Ojas Chopra,Software Developer,2.36,0.0,55.42,15.06,Not Recommended,None,None
8964,yvetwa954,Yvette Wallace,Data Analyst,4.96,0.0,44.49,15.06,Not Recommended,None,None
8965,rivash0298,tanima bhardwaj,data analyst,2.99,0.0,52.8,15.06,Not Recommended,None,None
8966,marism996,Mariah Smith,QA Engineer,1.69,0.0,58.22,15.05,Not Recommended,None,None
8967,rivash0575,roopali jain,data engineer,5.84,0.0,40.75,15.05,Not Recommended,None,None
8968,rivash0147,larisa iyer,product manager,3.71,0.0,49.72,15.05,Not Recommended,None,None
8969,joanhe987,Joanna Hernandez,Cybersecurity Analyst,4.67,0.0,45.69,15.05,Not Recommended,None,None
8970,elizhu938,Elizabeth Hunter,Data Analyst,4.62,0.0,45.9,15.05,Not Recommended,None,None
8971,jeffta829,Jeffrey Taylor,Data Scientist,5.04,0.0,44.09,15.04,Not Recommended,None,None
8972,jameda723,James Davis,Data Architect,6.02,0.0,39.97,15.04,Not Recommended,None,None
8973,rivash0315,dipal singh,ui designer,2.87,0.0,53.23,15.04,Not Recommended,None,None
8974,laurlo802,Lauren Lopez,Data Scientist,4.05,0.0,48.24,15.04,Not Recommended,None,None
8975,feliwa453,Felicia Wallace,Business Analyst,5.42,0.0,42.47,15.04,Not Recommended,None,None
8976,michsc159,Michael Scott,Cloud Architect,5.2,0.0,43.4,15.04,Not Recommended,None,data science
8977,amansc496,Amanda Schroeder,Data Architect,2.56,0.0,54.53,15.04,Not Recommended,None,None
8978,harima26,Meera,Data Scientist,3.82,0.0,49.21,15.04,Not Recommended,None,None
8979,loriro646,Lori Romero,UX Designer,6.85,0.0,36.43,15.03,Not Recommended,None,None
8980,billva495,Billy Valencia,Data Architect,1.67,0.0,58.24,15.03,Not Recommended,None,None
8981,rivash0088,pihu basu,data scientist,2.66,0.0,54.06,15.03,Not Recommended,None,None
8982,rivash0379,eshani mehta,data scientist,6.33,0.0,38.63,15.03,Not Recommended,None,None
8983,alvibe299,Alvin Benton,Data Architect,2.87,0.0,53.2,15.03,Not Recommended,None,None
8984,jennjo694,Jennifer Johnson,DevOps Engineer,5.69,0.0,41.32,15.03,Not Recommended,None,data analysis
8985,dr.gr515,Dr. Gregory House,Data Analyst,5.71,0.0,41.22,15.03,Not Recommended,None,None
8986,willma889,William Martin,Data Engineer,3.68,0.0,49.76,15.03,Not Recommended,None,None
8987,daniel911,Daniel Elliott MD,System Administrator,4.9,0.0,44.62,15.02,Not Recommended,None,None
8988,ryanri924,Ryan Rivers,AI Researcher,5.35,0.0,42.7,15.02,Not Recommended,None,None
8989,lisagr155,Lisa Green,AI Researcher,4.16,0.0,47.69,15.01,Not Recommended,None,None
8990,danike631,Daniel Key,System Administrator,7.11,0.0,35.25,15.01,Not Recommended,None,None
8991,stepgl363,Stephen Glover,Data Analyst,4.4,0.0,46.67,15.01,Not Recommended,None,None
8992,yolahu359,Yolanda Huerta,Cloud Engineer,3.47,0.0,50.6,15.01,Not Recommended,None,None
8993,harima89,Aarav,Data Engineer,4.04,0.0,48.19,15.01,Not Recommended,None,None
8994,dustzi211,Dustin Zimmerman,IT Support Specialist,2.32,0.0,55.36,14.99,Not Recommended,None,None
8995,antoca484,Antonio Cameron,DevOps Engineer,4.49,0.0,46.23,14.99,Not Recommended,None,None
8996,karibr900,Karina Brennan,Data Engineer,2.95,0.0,52.69,14.99,Not Recommended,None,None
8997,ashlag447,Ashley Aguirre,Software Engineer,3.89,0.0,48.75,14.99,Not Recommended,None,None
8998,rivash0494,veda shah,data scientist,3.65,0.0,49.76,14.99,Not Recommended,None,None
8999,rivash0288,raahi choudhury,ui designer,3.38,0.0,50.89,14.99,Not Recommended,None,None
9000,rivash0247,gargi sahu,software engineer,1.85,0.0,57.34,14.99,Not Recommended,None,None
9001,saraan796,Sarah Anderson,UI Engineer,2.91,0.0,52.89,14.99,Not Recommended,None,None
9002,jennsu502,Jennifer Sullivan,IT Support Specialist,2.74,0.0,53.59,14.99,Not Recommended,None,None
9003,robewh827,Robert Whitney,Business Analyst,5.39,0.0,42.39,14.98,Not Recommended,None,None
9004,benjve295,Benjamin Vega,Data Analyst,4.25,0.0,47.18,14.97,Not Recommended,None,None
9005,kimbta340,Kimberly Taylor,Data Scientist,4.07,0.0,47.93,14.97,Not Recommended,None,None
9006,rivash0903,manasi kohli,product manager,3.63,0.0,49.78,14.97,Not Recommended,None,None
9007,tiffsm143,Tiffany Smith,Data Analyst,2.65,0.0,53.91,14.97,Not Recommended,None,None
9008,curtha405,Curtis Hatfield,QA Engineer,2.69,0.0,53.69,14.96,Not Recommended,None,None
9009,timode247,Timothy Delgado,Digital Marketing Specialist,3.25,0.0,51.34,14.96,Not Recommended,None,None
9010,joery412,Joe Ryan,Full Stack Developer,1.97,0.0,56.73,14.96,Not Recommended,None,None
9011,waltma330,Walter Madden,Software Engineer,3.91,0.0,48.57,14.96,Not Recommended,None,None
9012,maryba847,Mary Barajas,Product Manager,4.14,0.0,47.58,14.96,Not Recommended,None,None
9013,rivash0425,ovin reddy,product manager,5.05,0.0,43.76,14.96,Not Recommended,None,None
9014,rivash0759,namrata mittal,data engineer,2.95,0.0,52.59,14.96,Not Recommended,None,None
9015,rivash0848,eashan seth,data engineer,3.07,0.0,52.08,14.96,Not Recommended,None,None
9016,harima7,Lucas,Software Engineer,2.84,0.0,53.05,14.96,Not Recommended,None,None
9017,sararo861,Sarah Roberson,Data Engineer,3.31,0.0,51.05,14.95,Not Recommended,None,None
9018,terrje599,Terry Jenkins,Data Engineer,4.2,0.0,47.32,14.95,Not Recommended,None,None
9019,rivash0318,brinda agarwal,data analyst,5.46,0.0,42.0,14.95,Not Recommended,None,None
9020,robepe499,Roberto Perez,Cloud Architect,2.19,0.0,55.75,14.95,Not Recommended,None,None
9021,daviwi403,David Wilson,Data Engineer,4.51,0.0,46.0,14.95,Not Recommended,None,data science
9022,rivash0150,uttam soni,data scientist,0.3,0.0,63.73,14.95,Not Recommended,None,None
9023,lucane790,Lucas Nelson,Software Engineer,4.12,0.0,47.61,14.94,Not Recommended,None,None
9024,rivash0938,aaditya ruparel,data engineer,2.21,0.0,55.65,14.94,Not Recommended,None,None
9025,rachki522,Rachel King,System Administrator,3.94,0.0,48.38,14.94,Not Recommended,None,None
9026,dillcr978,Dillon Crawford,Software Engineer,4.22,0.0,47.18,14.94,Not Recommended,None,None
9027,rivash0706,hans saxena,data engineer,1.84,0.0,57.17,14.93,Not Recommended,None,None
9028,lorism682,Lori Small,Data Scientist,5.11,0.0,43.4,14.93,Not Recommended,None,None
9029,josewi517,Joseph Williams,Data Scientist,4.53,0.0,45.85,14.93,Not Recommended,None,None
9030,justsu510,Justin Sullivan,Cloud Engineer,3.83,0.0,48.79,14.93,Not Recommended,None,None
9031,rivash0470,yagna iyer,ui designer,6.15,0.0,39.01,14.93,Not Recommended,None,None
9032,KotaSai119,Zev Desai,Software Developer,2.52,0.0,54.31,14.93,Not Recommended,None,None
9033,U_29,Ella,Data Engineer,5.08,0.0,43.49,14.92,Not Recommended,None,None
9034,jocele569,Jocelyn Lewis,Data Engineer,3.65,0.0,49.51,14.92,Not Recommended,None,None
9035,cassma841,Cassandra Martin,Data Engineer,3.98,0.0,48.12,14.92,Not Recommended,None,None
9036,ambebr887,Amber Brown,Data Analyst,3.57,0.0,49.85,14.92,Not Recommended,None,None
9037,travle913,Travis Lewis,Software Engineer,4.41,0.0,46.31,14.92,Not Recommended,None,None
9038,pamefl477,Pamela Flores,E-commerce Specialist,4.82,0.0,44.58,14.92,Not Recommended,None,None
9039,juliba792,Julie Barber,QA Engineer,4.16,0.0,47.38,14.92,Not Recommended,None,None
9040,jesswe207,Jessica West,QA Engineer,5.37,0.0,42.29,14.92,Not Recommended,None,None
9041,andrbr685,Andrew Brooks,AR/VR Developer,8.86,0.0,27.54,14.91,Not Recommended,None,None
9042,wandle672,Wanda Lewis DVM,Data Analyst,4.58,0.0,45.56,14.91,Not Recommended,None,None
9043,joshth274,Joshua Thompson,Blockchain Developer,2.13,0.0,55.87,14.91,Not Recommended,None,None
9044,tommfi734,Tommy Fisher,Cybersecurity Analyst,5.42,0.0,42.03,14.91,Not Recommended,None,None
9045,rivash0063,udanth gupta,product manager,4.73,0.0,44.92,14.91,Not Recommended,None,None
9046,kryssm458,Krystal Smith,AI Researcher,5.97,0.0,39.72,14.91,Not Recommended,None,None
9047,nancyo600,Nancy Young,Software Engineer,6.01,0.0,39.55,14.91,Not Recommended,None,data analysis
9048,rivash0798,kanha basu,product manager,0.91,0.0,61.03,14.91,Not Recommended,None,None
9049,cyntbr292,Cynthia Brown,Cloud Engineer,4.5,0.0,45.91,14.91,Not Recommended,None,None
9050,melifu618,Melissa Fuentes,Data Engineer,3.71,0.0,49.23,14.91,Not Recommended,None,None
9051,chricl306,Christopher Clark,Cybersecurity Analyst,4.27,0.0,46.83,14.9,Not Recommended,None,None
9052,monimo178,Monica Moore,Cloud Engineer,4.74,0.0,44.87,14.9,Not Recommended,None,None
9053,jameba911,James Baldwin,QA Engineer,3.08,0.0,51.84,14.9,Not Recommended,None,None
9054,brenco432,Brenda Cox,Product Manager,4.21,0.0,47.09,14.9,Not Recommended,None,None
9055,ronaro216,Ronald Rogers,DevOps Engineer,6.49,0.0,37.49,14.9,Not Recommended,None,None
9056,cyntja919,Cynthia Jacobs,Software Engineer,3.65,0.0,49.44,14.9,Not Recommended,None,None
9057,rivash0650,ojas mittal,data scientist,5.0,0.0,43.75,14.9,Not Recommended,None,None
9058,jasoma845,Jason Martin,Cloud Architect,2.84,0.0,52.86,14.9,Not Recommended,None,None
9059,KotaSai65,Forum Chowdhury,Project Manager,5.8,0.0,40.41,14.9,Not Recommended,None,None
9060,laurro777,Lauren Rogers,Product Manager,4.65,0.0,45.21,14.89,Not Recommended,None,None
9061,tyrodu795,Tyrone Duffy,QA Engineer,4.2,0.0,47.09,14.89,Not Recommended,None,None
9062,jennch675,Jenna Chavez,Data Engineer,3.3,0.0,50.88,14.89,Not Recommended,None,None
9063,rebeng779,Rebecca Nguyen,Cloud Architect,5.06,0.0,43.44,14.88,Not Recommended,None,None
9064,mattha946,Matthew Hale,AR/VR Developer,5.21,0.0,42.8,14.88,Not Recommended,None,data science
9065,ryantu958,Ryan Turner,Cybersecurity Analyst,4.34,0.0,46.47,14.88,Not Recommended,None,None
9066,davich831,David Chen,Cloud Engineer,5.58,0.0,41.2,14.87,Not Recommended,None,None
9067,chadra981,Chad Ramos,Cloud Engineer,4.51,0.0,45.72,14.87,Not Recommended,None,machine learning
9068,shirla222,Shirley Lane,Human Resources Specialist,2.76,0.0,53.08,14.87,Not Recommended,None,None
9069,tracgr961,Tracy Gray,UI Engineer,4.12,0.0,47.37,14.87,Not Recommended,None,None
9070,rivash0503,wriddhish jain,product manager,5.79,0.0,40.33,14.87,Not Recommended,None,None
9071,cindjo117,Cindy Johnston,E-commerce Specialist,5.68,0.0,40.76,14.86,Not Recommended,None,None
9072,amanwi892,Amanda Wilson,Cybersecurity Analyst,4.93,0.0,43.92,14.86,Not Recommended,None,None
9073,rivash0473,oshee ruparel,data analyst,1.06,0.0,60.22,14.86,Not Recommended,None,None
9074,KotaSai75,Hans Patel,Software Developer,3.0,0.0,52.03,14.86,Not Recommended,None,None
9075,calvth534,Calvin Thomas,Data Analyst,3.85,0.0,48.46,14.86,Not Recommended,None,None
9076,rivash0566,rachna joshi,data scientist,5.69,0.0,40.71,14.86,Not Recommended,None,None
